Meadow,Site,MS,Elevation,Species1,Species2,Schoener,DipteraVsPlants
n,3,n3,1407.7,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCarlina acaulis,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionChenopodium sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionDaucus carota,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionEpilobium sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionGeranium sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionLathyrus pratensis,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionLigustrum vulgare,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionMedicago sativa,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionNeottia ovata,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionOdontites luteus,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionOrchis ustulata,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionOriganum vulgare,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionParnassia palustris,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionPeucedanum sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionPlatanthera chlorantha,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionPolygala comosa,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionPolygonum aviculare,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionRosa sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionRubus sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionSolanum dulgamara,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionStachys officinalis,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionTeurium montanum,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionVeronica spicata,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionVicia cracca,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionVicia sepium,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionVincetoxicum hirundinaria,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionViola sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionAgrimonia eupatoria,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionAllium carinatum,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionAnthericum ramosum,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionApiaceae sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionAster amellus,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionBistorta vivipara,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCampanula glomerata,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionChenopodium sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCirsium arvense,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCrepis/Hieracium,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionLigustrum vulgare,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionMedicago sativa,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionNeottia ovata,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionOdontites luteus,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionOriganum vulgare,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionParnassia palustris,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPeucedanum sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPimpinella sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPlatanthera chlorantha,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPolygala comosa,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPolygonum aviculare,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionRosa sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionSedum album,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionStachys officinalis,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionVeronica spicata,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionVeronica teucrium,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionVicia cracca,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionVicia sepium,ProportionZDensityDipteraTOTAL,,x
n,4,n4,1420,ProportionVincetoxicum hirundinaria,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAgrimonia eupatoria,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAnthericum ramosum,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionApiaceae sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAster amellus,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionBistorta vivipara,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionBuphthalmum salicifolium,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionCampanula glomerata,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionChenopodium sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionGentiana sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionGeranium sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionLathyrus pratensis,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionLigustrum vulgare,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionMedicago sativa,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionMyosotes sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionOdontites luteus,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionOriganum vulgare,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionParnassia palustris,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionPeucedanum sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionPimpinella sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionPlatanthera chlorantha,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionPolygonum aviculare,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionRosa sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionRubus sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionStachys officinalis,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionUrtica dioica,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionVeronica spicata,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionVeronica teucrium,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionVicia cracca,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionVicia sepium,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionVincetoxicum hirundinaria,ProportionZDensityDipteraTOTAL,,x
n,5,n5,1398.6,ProportionViola sp#,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAgrimonia eupatoria,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAjuga reptans,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAllium carinatum,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAnthericum ramosum,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionApiaceae sp#,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionArabis/Arabidopsis,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAsperula cynanchica,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAster amellus,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
o,3,o3,1612.7,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,,x
