Meadow,Site,MS,Elevation,Species1,Species2,Schoener,OverallVsPlants
n,3,n3,1407.7,ProportionMedicago sativa,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionMelampyrum sylvaticum,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionMycelis muralis,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionNeottia ovata,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionOdontites luteus,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionOnobrychis vicifolia,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionOphrus apifera,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionOphrus insectifera,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionOrchis mascula,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionOrchis ustulata,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionOriganum vulgare,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionParnassia palustris,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionPastinaca sativa,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionPeucedanum sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionPlantago major,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionPlanthera bifolia,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionPlatanthera chlorantha,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionPolygala comosa,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionPolygala vulgaris,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionPolygonum aviculare,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionPrimula veris,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionPulsatilla sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionReseda lutea,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionRhinanthus minor,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionRosa sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionRubus sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionSambucus sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionSanguisorba minor,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionSaponaria ocymoides?,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionSedum sp# yellow,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionSenecio sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionSilene dioica,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionSolanum dulgamara,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionSolidago virgaurea,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionStachys officinalis,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionStachys recta,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionTeurium montanum,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionThesium sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionTrifolium badium,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionTrifolium campestre,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionVaccinium vitis-idaea,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionValeriana,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionVerbena officinalis,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionVeronica sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionVeronica spicata,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionVicia cracca,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionVicia sepium,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionVincetoxicum hirundinaria,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionViola sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionAconitum anthora,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionAconitum napellus,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionAgrimonia eupatoria,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionAjuga pyramidalis,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionAllium carinatum,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionAnemone narcissiflora,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionAnthericum ramosum,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionApiaceae sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionArnica montana,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionAster amellus,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionAster bellidiastrum,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionBistorta vivipara,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCampanula glomerata,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCapsella bursa-pastoris,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCarduus nutans,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCarlina vulgaris,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCentaurium sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCephalanthera longifolia,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionChenopodium sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCichorium intybus,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCirsium arvense,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCoeglossum viride,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionConvolvulus arvensis,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionConyza sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCrepis sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCrepis sp# 2,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCrepis/Hieracium,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionCuscuta europaeae,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionDianthus sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionEuphorbia cyparissias,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionFragaria sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionGalium sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionGentiana verna,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionGeranium sanguineum?,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionGeranium sylvaticum,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionGlobularia cardiflora,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionGlobularia nudicaulis,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionLathyrus sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionLigustrum vulgare,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionLotus maritimus,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionMaianthemum bifolium,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionMalva neglecta,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionMedicago minima,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionMedicago sativa,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionNeottia ovata,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionOdontites luteus,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionOnobrychis vicifolia,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionOphrus apifera,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionOphrus insectifera,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionOrchis mascula,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionOriganum vulgare,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionParnassia palustris,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPastinaca sativa,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPeucedanum sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPimpinella sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPlantago major,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPlanthera bifolia,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPlatanthera chlorantha,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPolygala comosa,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPolygala vulgaris,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPolygonum aviculare,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPrimula veris,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionPulsatilla sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionReseda lutea,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionRhinanthus minor,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionRosa sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionRumex sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionSambucus sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionSanguisorba minor,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionSaponaria ocymoides?,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionSedum album,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionSedum sp# yellow,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionSenecio sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionSilene dioica,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionSolidago virgaurea,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionStachys officinalis,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionStachys recta,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionTaraxacum sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionThesium sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionTragopodon pratensis,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionTrifolium badium,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionTrifolium campestre,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionTrolleis europaeus,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionVaccinium vitis-idaea,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionValeriana,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionVerbena officinalis,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionVeronica chamaedris,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionVeronica sp#,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionVeronica spicata,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionVeronica teucrium,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionVicia cracca,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionVicia sepium,ProportionZInsectDensity,,x
n,4,n4,1420,ProportionVincetoxicum hirundinaria,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAconitum anthora,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAconitum napellus,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAegopodium podagraria,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAgrimonia eupatoria,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAjuga pyramidalis,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAnemone narcissiflora,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAnthericum ramosum,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAnthyllis vulneraria,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionApiaceae sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionArnica montana,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAster amellus,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAster bellidiastrum,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionAtroba belladonna,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionBistorta vivipara,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionBuphthalmum salicifolium,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionCampanula glomerata,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionCapsella bursa-pastoris,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionCarlina vulgaris,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionCentaurium sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionCephalanthera longifolia,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionChenopodium sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionCichorium intybus,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionCoeglossum viride,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionConvolvulus arvensis,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionConyza sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionCrepis sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionCrepis sp# 2,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionCuscuta europaeae,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionDianthus sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionEuphorbia cyparissias,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionGentiana sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionGeranium pusillum,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionGeranium sanguineum?,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionGeranium sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionGeranium sylvaticum,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionLamium album,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionLathyrus pratensis,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionLathyrus sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionLigustrum vulgare,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionLotus maritimus,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionMaianthemum bifolium,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionMalva neglecta,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionMedicago minima,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionMedicago sativa,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionMelampyrum sylvaticum,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionMycelis muralis,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionMyosotes sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionOdontites luteus,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionOnobrychis vicifolia,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionOphrus apifera,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionOphrus insectifera,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionOrchis mascula,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionOriganum vulgare,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionParnassia palustris,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionPastinaca sativa,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionPeucedanum sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionPimpinella sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionPlantago major,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionPlanthera bifolia,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionPlatanthera chlorantha,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionPolygala vulgaris,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionPolygonum aviculare,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionPrimula veris,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionPulsatilla sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionRhinanthus minor,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionRosa sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionRubus sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionRumex sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionSambucus sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionSanguisorba minor,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionSedum sp# yellow,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionSenecio sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionSilene dioica,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionSolidago virgaurea,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionStachys officinalis,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionStachys recta,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionThesium sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionTragopodon pratensis,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionTrifolium badium,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionTrifolium campestre,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionTrolleis europaeus,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionUrtica dioica,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionVaccinium vitis-idaea,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionVerbena officinalis,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionVeronica officinalis,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionVeronica sp#,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionVeronica spicata,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionVeronica teucrium,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionVicia cracca,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionVicia sepium,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionVincetoxicum hirundinaria,ProportionZInsectDensity,,x
n,5,n5,1398.6,ProportionViola sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAconitum anthora,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAconitum napellus,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAgrimonia eupatoria,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAjuga pyramidalis,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAjuga reptans,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAllium carinatum,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAnemone narcissiflora,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAnthericum ramosum,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionApiaceae sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionArabis/Arabidopsis,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionArenaria/Linum ym#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionArnica montana,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAsperula cynanchica,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAster amellus,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAster bellidiastrum,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionAtroba belladonna,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionBuphthalmum salicifolium,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionCapsella bursa-pastoris,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionCarduus nutans,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionCarlina vulgaris,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionCentaurium sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionChenopodium sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionCichorium intybus,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionConvolvulus arvensis,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionConyza sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionCrepis sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionCrepis sp# 2,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionCuscuta europaeae,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionDaucus carota,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionDianthus sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionEchium vulgare,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionEpilobium sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionGentiana sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionGentiana verna,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionGeranium pusillum,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionGeranium sanguineum?,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionGeranium sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionGlobularia cardiflora,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionGlobularia nudicaulis,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionLamium album,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionLathyrus sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionLigustrum vulgare,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionLotus maritimus,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionMaianthemum bifolium,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionMalva neglecta,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionMedicago minima,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionMedicago sativa,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionMycelis muralis,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionMyosotes sp#,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionOdontites luteus,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionOnobrychis vicifolia,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionOnonis spinosa,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionOphrus apifera,ProportionZInsectDensity,,x
o,3,o3,1612.7,ProportionOphrus insectifera,ProportionZInsectDensity,,x
