Samplenro,Notebook,Day,Month,DOY,SDOY,Meadow,Site,MeadowSite,Totalflowers,Species,SumOfInsects2,SumOfEffort,InsectDensity,MinOfAchilleamillefolium,MinOfAcinosalpinus,MinOfAconitumnapellus,MinOfAconitumanthora,MinOfAegopodiumpodagraria,MinOfAgrimoniaeupatoria,MinOfAjugareptans,MinOfAjugapyramidalis,MinOfAlchemillasp,MinOfAlliumcarinatum,MinOfAnacamptispyramidalis,MinOfAnemonenarcissiflora,MinOfAnthericumramosum,MinOfAnthyllisvulneraria,MinOfApiaceaesp,MinOfArabis/Arabidopsis,MinOfArenaria/Linumym,MinOfArnicamontana,MinOfAsperulacynanchica,MinOfAsteramellus,MinOfAsterbellidiastrum,MinOfAtrobabelladonna,MinOfBellisperennis,MinOfBistortavivipara,MinOfBuphthalmumsalicifolium,MinOfCarumcarvi,MinOfClinopodiumvulgare,MinOfCampanulaglomerata,MinOfCampanulasp,MinOfCapsellabursa-pastoris,MinOfCarduusdefloratus,MinOfCarduusnutans,MinOfCarlinaacaulis,MinOfCarlinavulgaris,MinOfCentaureasp,MinOfCentauriumsp,MinOfCephalantheralongifolia,MinOfCerastiumsp,MinOfChenopodiumsp,MinOfCichoriumintybus,MinOfCirsiumarvense,MinOfCirsiumacaule,MinOfCoeglossumviride,MinOfConyzasp,MinOfConvolvulusarvensis,MinOfCrepissp,MinOfCrepissp2,MinOfCrepis/Hieracium,MinOfCrepis/Hieracium/Leontodon,MinOfCuscutaeuropaeae,MinOfDaucuscarota,MinOfDianthussp,MinOfEchiumvulgare,MinOfEpilobiumsp,MinOfEuphrasiasp,MinOfEuphorbiacyparissias,MinOfFragariasp,MinOfGaliumverum,MinOfGaliumsp,MinOfGentianasp,MinOfGentianaverna,MinOfGeraniumsylvaticum,MinOfGeraniumpusillum,MinOfGeraniumsanguineum?,MinOfGeraniumsp,MinOfGlobularianudicaulis,MinOfGlobulariacardiflora,MinOfGymnadeniaconopsea,MinOfHelianthemumnummularium,MinOfHieraciumpilosella,MinOfHippocrepiscomosa,MinOfHypericumsp,MinOfKnautia/Scabiosa,MinOfLamiumalbum,MinOfLathyruspratensis,MinOfLathyrussp,MinOfLeucanthemumvulgare,MinOfLigustrumvulgare,MinOfLotuscorniculatus,MinOfLotusmaritimus,MinOfMaianthemumbifolium,MinOfMalvaneglecta,MinOfMedicagolupulina,MinOfMedicagominima,MinOfMedicagosativa,MinOfMelampyrumsylvaticum,MinOfMycelismuralis,MinOfMyosotessp,MinOfNeottiaovata,MinOfOdontitesluteus,MinOfOnobrychisvicifolia,MinOfOnonisspinosa,MinOfOphrusapifera,MinOfOphrusinsectifera,MinOfOrchismascula,MinOfOrchisustulata,MinOfOriganumvulgare,MinOfParnassiapalustris,MinOfPastinacasativa,MinOfPeucedanumsp,MinOfPhyteumaorbiculare,MinOfPimpinellasp,MinOfPlantagolanceolata,MinOfPlantagomajor,MinOfPlantagomedia,MinOfPlantherabifolia,MinOfPlatantherachlorantha,MinOfPolygalaalpestris,MinOfPolygalacomosa,MinOfPolygalavulgaris,MinOfPolygonumaviculare,MinOfPotentillaerecta,MinOfPotentillasp,MinOfPrimulaveris,MinOfPrunellasp,MinOfPulsatillasp,MinOfRanunculussp,MinOfRhinanthusminor,MinOfResedalutea,MinOfRosasp,MinOfRubussp,MinOfRumexsp,MinOfSalviapratensis,MinOfSambucussp,MinOfSanguisorbaminor,MinOfSaponariaocymoides?,MinOfSedumspyellow,MinOfSedumalbum,MinOfSeneciosp,MinOfSilenedioica,MinOfSilenenutans,MinOfSilenevulgaris,MinOfSisymbriumofficinale,MinOfSolanumdulgamara,MinOfSolidagovirgaurea,MinOfSpiranthesspiralis,MinOfStachysofficinalis,MinOfStachysrecta,MinOfTaraxacumsp,MinOfTeucriumchamaedris,MinOfTeuriummontanum,MinOfThesiumsp,MinOfThymussp,MinOfTragopodonpratensis,MinOfTrifoliumcampestre,MinOfTrifoliumbadium,MinOfTrifoliummontana,MinOfTrifoliumpratense,MinOfTrifoliumrepens,MinOfTrolleiseuropaeus,MinOfUrticadioica,MinOfVacciniumvitis-idaea,MinOfValeriana,MinOfVerbenaofficinalis,MinOfVeronicachamaedris,MinOfVeronicaofficinalis,MinOfVeronicaspicata,MinOfVeronicateucrium,MinOfVeronicasp,MinOfViciacracca,MinOfViciasepium,MinOfVincetoxicumhirundinaria,MinOfViolasp,MinOfSpecies,MinOfSumOfCowfeces,MinOfSumOfBareground,MinOfSumOfRock,MinOfSumOfBryophytes,MinOfSumOfLitter,MinOfelevation,Selevation,ElevationKM,MinOfColeoptera,MinOfColeopteraBuprestidae,MinOfColeopteraCantharidae,MinOfColeopteraCerambycidae,MinOfColeopteraCetonidae,MinOfColeopteraChrysomelidae,MinOfColeopteraCleridae,MinOfColeopteraMalachiidae,MinOfColeopteraMeloidae,MinOfColeopteraMelyridae,MinOfColeopteraMordellidae,MinOfColeopteraOedemeridae,MinOfColeopteraScarabidae,MinOfColeopteraTenebrionidae,MinOfDiptera,MinOfDipteraAsilidae,MinOfDipteraBibinionidae,MinOfDipteraCalliphoridae,MinOfDipteraConopsidae,MinOfDipteraBombylidae,MinOfDipteraEmpididae,MinOfDipteraMuscidae,MinOfDipteraSarcophagidae,MinOfDipteraSyrphidae,MinOfDipteraTachinidae,MinOfDipteraTephritidae,MinOfHymenoptera,MinOfHymenopteraApidae,MinOfHymenopteraBraconidae,MinOfHymenopteraChrysidae,MinOfHymenopteraFormicidae,MinOfHymenopteraIchneumonidae,MinOfHymenopteraLeucospidae,MinOfHymenopteraPompelinidae,MinOfHymenopteraSpecidae,MinOfHymenopteraSphecidae,MinOfHymenopteraTenthredinidae,MinOfHymenopteraVespidae,MinOfRaphidioptera,InsectsPerFlower,MinOfTemperature,MinOfSumOfEffort,ColeopteraDensity,ColeopteraBuprestidaeDensity,ColeopteraCantharidaeDensity,ColeopteraCerambycidaeDensity,ColeopteraCetonidaeDensity,ColeopteraChrysomelidaeDensity,ColeopteraCleridaeDensity,ColeopteraMalachiidaeDensity,ColeopteraMeloidaeDensity,ColeopteraMelyridaeDensity,ColeopteraMordellidaeDensity,ColeopteraOedemeridaeDensity,ColeopteraScarabidaeDensity,ColeopteraTenebrionidaeDensity,DipteraDensity,DipteraAsilidaeDensity,DipteraBibinionidaeDensity,DipteraCalliphoridaeDensity,DipteraConopsidaeDensity,DipteraBombylidaeDensity,DipteraEmpididaeDensity,DipteraMuscidaeDensity,DipteraSarcophagidaeDensity,DipteraSyrphidaeDensity,DipteraTachinidaeDensity,DipteraTephritidaeDensity,HymenopteraDensity,HymenopteraApidaeDensity,HymenopteraBraconidaeDensity,HymenopteraChrysidaeDensity,HymenopteraFormicidaeDensity,HymenopteraIchneumonidaeDensity,HymenopteraLeucospidaeDensity,HymenopteraPompelinidaeDensity,HymenopteraSpecidaeDensity,HymenopteraSphecidaeDensity,HymenopteraTenthredinidaeDensity,HymenopteraVespidaeDensity,RaphidiopteraDensity
156,2,14,8,226,1.092415698,i,4,i4,1570,28,50,50.01,0.99980004,500,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,200,,,10,,1,,,,,,,,20,50,,50,,,,,,,30,,,,,,,,,,,5,,,20,30,,,,,,30,,,,50,,200,,,,,,,50,,,,,,,,,,50,,,,,,,,,,,,,,,20,,,,,,10,,,,,,,,,5,,,,,,,,50,,,30,,,,1,10,30,,,,,20,,,80,,,,,,,46,3.6,19.8,0,0.05,10.85,702.4,0.6407768,0.7024,,,,1,,,,,,,,1,,,3,,,1,,,,22,,13,2,1,,,,,,3,,,,,,3,,0.000636815,20,50.01,0,0,0,0.019996001,0,0,0,0,0,0,0,0.019996001,0,0,0.059988002,0,0,0.019996001,0,0,0,0.439912018,0,0.25994801,0.039992002,0.019996001,0,0,0,0,0,0.059988002,0,0,0,0,0,0.059988002,0
157,2,15,8,227,1.097249396,i,5,i5,4154,45,91,33.34,2.729454109,100,,,,,20,,,,,,,5,3,,1,,,300,10,,,,,2,,,10,20,,,20,,,600,,,5,,200,,3,,2,,,,15,400,,100,10,40,,50,,,100,3,,,,,,,,,,100,,,1,20,,,,,,30,,,,20,,400,,,,,,,150,,,,,,,,300,,200,,,5,,,,,,,,,,150,,,,,,,,5,,,,,,,,,,,,,,100,,,200,10,,200,,4,,10,10,20,,,,,,,,200,,,,,,,51,1.2,31.2,0.2,0,9,684.5,0.624447209,0.6845,,,,6,,5,1,,,,,3,,,5,,46,,1,,,7,,3,,,,7,1,,,4,,,,,2,,,0.000657066,17,33.34,0,0,0,0.179964007,0,0.149970006,0.029994001,0,0,0,0,0.089982004,0,0,0.149970006,0,1.379724055,0,0.029994001,0,0,0.209958008,0,0.089982004,0,0,0,0.209958008,0.029994001,0,0,0.119976005,0,0,0,0,0.059988002,0,0
158,2,15,8,227,1.097249396,i,6,i6,3150,42,50,50.01,0.99980004,100,,,,,5,,,,,,,150,,,,,,100,150,,,,,100,,50,80,10,,,,1,20,200,,,,,,20,1,,,,,,,30,,100,10,80,,20,,,50,,,,,,,,,,,200,,,,20,,,,5,,5,,,,,,300,,,,,,,200,,,,,20,,20,200,,300,,,,,,,,2,50,,,,50,,20,,,,,,5,,,,,,,,,,,,,,,,,100,200,50,100,,,,5,,,,,,,,,,20,,,1,,,,58,1.5,33.8,0.7,0,21,702.2,0.640594347,0.7022,,,,,,3,,,,,,,,2,,,,,3,,,4,,,3,,,23,,,,10,,,,,,2,,0.000317397,20,50.01,0,0,0,0,0,0.059988002,0,0,0,0,0,0,0,0.039992002,0,0,0,0,0.059988002,0,0,0.079984003,0,0,0.059988002,0,0,0.459908018,0,0,0,0.199960008,0,0,0,0,0,0.039992002,0
159,2,15,8,227,1.097249396,i,7,i7,2153,32,50,83.35,0.599880024,3,50,,,,10,,,,,,,20,,,,,,200,200,,,,,80,,,100,30,,,,3,5,250,,,,,,,2,,,,,,,,,20,20,10,,10,,,,,,,,,,,,,,200,5,,,50,,,,5,,20,,,,,,20,,,,,,,100,,,,,,,,80,,100,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,200,,,,10,,,,,,,,,,100,,,,,,,57,0.15,41.5,0.6,0.1,17.2,648.5,0.591605574,0.6485,,,,,,,,,,,,2,,,1,,1,,,,,4,,1,1,,,29,2,,,9,,,,,,,,0.000278625,20,83.35,0,0,0,0,0,0,0,0,0,0,0,0.023995201,0,0,0.0119976,0,0.0119976,0,0,0,0,0.047990402,0,0.0119976,0.0119976,0,0,0.347930414,0.023995201,0,0,0.107978404,0,0,0,0,0,0,0
160,2,15,8,227,1.097249396,a,1,a1,13251,45,50,66.68,0.74985003,500,30,,,,10,,,,,,,,,,,20,,50,,,,,,,,50,50,10,,,,1,10,8000,,,,,,,20,,,,,,10,100,,150,,10,,200,,,300,20,,,,,,,,,,300,5,,5,50,,,,3,,20,,,,,,600,,,,,,,150,,,,,,,50,20,,1500,20,,,,,,2,,,20,10,,50,,200,,,,,,100,,,,,,,,,20,,,,,,,,50,20,,400,,,,50,30,20,,,,,,,,15,,,,,,,61,0.4,6,0,0,29.5,1020.6,0.931060368,1.0206,,,,4,,6,1,,,,,1,,,3,,,,,,,9,,6,,2,,9,2,,,6,,,,,1,,,5.66E-05,17,66.68,0,0,0,0.059988002,0,0.089982004,0.014997001,0,0,0,0,0.014997001,0,0,0.044991002,0,0,0,0,0,0,0.134973005,0,0.089982004,0,0.029994001,0,0.134973005,0.029994001,0,0,0.089982004,0,0,0,0,0.014997001,0,0
161,2,15,8,227,1.097249396,a,2,a2,9302,31,50,100.02,0.49990002,100,,,,,10,,,,,,,3,,,,,,200,,,,,,2,,,50,,,,,,10,4000,,,,,,,2,,,,,,,50,,30,,30,,1500,,,50,,,1,,,,,,,,500,,,,5,,,,3,,,,,,,,100,,,,,,,150,,,,,,,,10,,1500,10,,,,,,50,,,200,,,100,,100,,,,,,30,,,,,,,,,,,,,,,,,,,,500,,,,5,1,,,,,,,,,,,,,,,,50,0.55,3.8,0,0,37.3,984.9,0.898492412,0.9849,,,,3,,2,,,,,,,,,7,,5,,,,,12,,7,1,1,,3,3,,,5,,1,,,,,,5.37E-05,18,100.02,0,0,0,0.029994001,0,0.019996001,0,0,0,0,0,0,0,0,0.069986003,0,0.049990002,0,0,0,0,0.119976005,0,0.069986003,0.009998,0.009998,0,0.029994001,0.029994001,0,0,0.049990002,0,0.009998,0,0,0,0,0
162,2,15,8,227,1.097249396,a,6,a6,5551,37,50,50.01,0.99980004,800,,,,,50,,,,2,,,,,,,,,300,,,,,,,,20,50,10,,,,,,800,,,,,,,5,,,,,,,30,,50,,40,,400,,,80,,,,,,,,,,,100,,,2,30,,,,,,50,,,,300,,50,,,,,1,,150,,,,,,,,100,,1000,20,,,,,,,,,100,,,100,,150,,,,,,,,,,,,,,,,,,1,,150,,,100,20,,400,,,,50,10,20,,,,,,,,10,,,,,,,59,2.5,10.8,0,0,18.7,981.9,0.895755609,0.9819,,,,,,10,,,,,,3,,,3,,,,,,,12,,10,,1,,2,4,,,5,,,,,,,,0.000180112,18,50.01,0,0,0,0,0,0.199960008,0,0,0,0,0,0.059988002,0,0,0.059988002,0,0,0,0,0,0,0.23995201,0,0.199960008,0,0.019996001,0,0.039992002,0.079984003,0,0,0.099980004,0,0,0,0,0,0,0
163,2,16,8,228,1.102083093,a,3,a3,14090,35,50,50.01,0.99980004,200,30,,,,20,,,,,,,,,,,,,50,,,,,,10,,100,100,50,,,,,,10000,,,,,,,5,,,,,,,150,,50,,,,400,,,80,5,,,,,,,,,,300,,,5,20,,,,1,,10,,,,,,30,,,,,,,100,,,,,,,,20,,1500,,,,,,,,,,50,,,150,,200,,,,,,3,,,,,10,,,,10,,,,,1,,,50,,,300,,,,50,,,,,,,,,,30,,,,,,,65,0.45,5.2,0.3,0,36.7,949.8,0.866471818,0.9498,,,,,,1,,,,,,,,,7,,6,,,,,18,,7,,2,,5,1,,,2,,1,,,,,,7.10E-05,19,50.01,0,0,0,0,0,0.019996001,0,0,0,0,0,0,0,0,0.139972006,0,0.119976005,0,0,0,0,0.359928014,0,0.139972006,0,0.039992002,0,0.099980004,0.019996001,0,0,0.039992002,0,0.019996001,0,0,0,0,0
164,2,16,8,228,1.102083093,a,4,a4,8077,42,50,50.01,0.99980004,200,,,,,60,,,,,,,,,,2,,,400,,,,,,,,30,80,10,,,30,1,,3000,,,,,,1,2,,,,,,,400,,150,,,,200,,,50,,,,,50,,5,,,,400,1,,,50,,,,,,3,,,,50,,300,3,,,,,,200,,,,,,1,,,,300,200,,1,,,,,,,400,,,200,,100,,,,,,150,,,,,,,,,5,,,,,,,,10,,,500,,,,200,50,200,,,,,,,,80,,,2,,,,55,3.15,11.2,0.15,0,33.2,1002.8,0.914822003,1.0028,,,,,,3,,,,,,,,1,2,,,1,,,,8,,10,1,2,1,18,,,,3,,,,,,,,0.000123784,20,50.01,0,0,0,0,0,0.059988002,0,0,0,0,0,0,0,0.019996001,0.039992002,0,0,0.019996001,0,0,0,0.159968006,0,0.199960008,0.019996001,0.039992002,0.019996001,0.359928014,0,0,0,0.059988002,0,0,0,0,0,0,0
165,2,16,8,228,1.102083093,a,5,a5,20856,53,50,66.68,0.74985003,400,5,,,,100,,,,,,,,,1,10,30,,50,,,15,,,,,150,100,30,,,3,5,,12000,,,3,,,,5,,,,,,2,3000,,200,,20,,500,,,200,1,,,,,,1,,,,300,,,30,300,,,,5,,,,,,30,,150,,,,,,,200,,,,,,10,,,,500,20,,5,,,,,,30,1000,,,300,,200,,,,,,2,,,,,5,,,,10,,10,,,3,,,50,,,300,,,,200,50,200,,10,,,,,,100,,,2,,3,,61,3.6,6.6,1.1,1.2,20.4,1001,0.913179922,1.001,,,,,,3,,,,,,,,,8,,1,,,,,5,,7,,1,1,19,2,,,3,,,,,,,,3.60E-05,20,66.68,0,0,0,0,0,0.044991002,0,0,0,0,0,0,0,0,0.119976005,0,0.014997001,0,0,0,0,0.074985003,0,0.104979004,0,0.014997001,0.014997001,0.284943011,0.029994001,0,0,0.044991002,0,0,0,0,0,0,0
166,2,16,8,228,1.102083093,n,5,n5,6420,37,50,66.68,0.74985003,400,10,,,,,,,20,,,,,,,3,200,,,,,,,,,,30,,30,,,10,3,,1500,,,,,,1,150,,,,,,,800,,,,200,,300,,,80,5,,,,,,,,5,,1,,,40,50,,,,,,20,,,,,,,,,,,,,100,,,,,,,,,,,200,,100,,,,,,,500,20,,300,,300,,,,,,2,,,,,5,,,,5,,,,,,,,200,10,,500,,,,300,,20,,,,,,,,,,,,,,,57,2.7,20.7,0.1,0,31.8,1398.6,1.275897541,1.3986,,,,,,3,,,,,,,,2,5,,,,,,,17,,1,1,2,,11,1,1,,6,,,,,,,,0.000116799,19,66.68,0,0,0,0,0,0.044991002,0,0,0,0,0,0,0,0.029994001,0.074985003,0,0,0,0,0,0,0.25494901,0,0.014997001,0.014997001,0.029994001,0,0.164967007,0.014997001,0.014997001,0,0.089982004,0,0,0,0,0,0,0
167,2,19,8,231,1.116584187,n,3,n3,3011,34,50,33.34,1.49970006,400,50,,,,,,,200,,,,,,,10,,,,,,,,,,2,,,40,,10,,,,80,,,,,,2,30,,,,,,,700,,,,10,,,,,20,50,,,,,,,,,,,,,15,15,,,,,,30,,,,50,,,,,,,,,,,,,,,,,,,,150,,100,,,,,,,20,20,,50,,200,,,,,,50,,,,,5,,,30,50,,,,,,,,100,,,200,2,,,250,20,50,,,,,,,,,,,,,,,58,1.6,18.6,3,0.4,33.9,1407.7,1.284199176,1.4077,,,,,,,,,,,,,,,6,,,,,,,28,,8,,,,3,3,,,2,,,,,,,,0.000498074,20,33.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179964007,0,0,0,0,0,0,0.839832034,0,0.23995201,0,0,0,0.089982004,0.089982004,0,0,0.059988002,0,0,0,0,0,0,0
168,2,19,8,231,1.116584187,n,2,n2,2819,42,50,83.35,0.599880024,400,40,,,,,,,100,,,,,,,5,200,,20,,,,,2,,20,100,1,30,,15,,,,50,,,30,,,15,20,,,,,,,400,,3,,20,,200,,,30,,,,3,,,,,,,5,,,40,20,,,,,,50,,,,50,,,,,,,,,,,,,,,,,,,,200,,100,,,,,,,10,,,100,,150,,30,,,,5,,,,,5,,,,50,,,,,,,,10,,,50,,,,100,30,100,,10,,,,,,,,,,,,,55,2.1,4.6,0,0,33.8,1405.5,1.282192188,1.4055,,,,,,1,,,,,,,,,7,,,,,,,27,,6,2,1,,1,3,,,1,,,,,1,,,0.000212799,19,83.35,0,0,0,0,0,0.0119976,0,0,0,0,0,0,0,0,0.083983203,0,0,0,0,0,0,0.323935213,0,0.071985603,0.023995201,0.0119976,0,0.0119976,0.035992801,0,0,0.0119976,0,0,0,0,0.0119976,0,0
169,2,19,8,231,1.116584187,n,1,n1,2488,35,50,50.01,0.99980004,300,20,,,,,,,50,,,,,,,,,,,,,,,1,,20,5,1,20,,10,,,,400,,,,,,,100,,,,,,,200,,10,,10,,400,,,1,,,,,,,,,,,,,,30,10,,1,,,,50,,,,100,,,,,,,,,10,,,,,,,,,,,50,,100,,,2,,,,50,,,100,,50,,,,,,,,,,,,,,2,5,,,,,,,,20,,,100,,,,200,30,30,,,,,,,,,,,,,,,60,1.9,6.1,0,0,34,1390.3,1.268325719,1.3903,,,,1,,5,,,,,,,,,10,,,,,,,24,,7,,,,1,2,,,,,,,,,,,0.000401849,18,50.01,0,0,0,0.019996001,0,0.099980004,0,0,0,0,0,0,0,0,0.199960008,0,0,0,0,0,0,0.479904019,0,0.139972006,0,0,0,0.019996001,0.039992002,0,0,0,0,0,0,0,0,0,0
170,2,19,8,231,1.116584187,n,4,n4,3628,37,50,83.35,0.599880024,200,,,,,,,,20,,,,,,,,400,,20,,,,,,,,200,,20,,3,,,,300,,,,,,,50,,,,,,,500,,2,,20,,200,,,,,,,,,,,,,,1,15,,10,10,5,,,1,,100,,,,10,,,,15,,,,,80,,,,1,,,,,,,100,,100,,,,,,,100,,,150,,200,,,,,,40,,,,,,,,,20,,,,,,,,5,20,,200,,,,500,5,5,,,,,,,,,,,,,,,61,2.55,14,0,0.15,35.6,1420,1.295420069,1.42,,1,,1,,3,,,,,,,,,4,,,,,,,20,,8,1,,,6,4,,,2,,,,,,,,0.000165347,21,83.35,0,0.0119976,0,0.0119976,0,0.035992801,0,0,0,0,0,0,0,0,0.047990402,0,0,0,0,0,0,0.23995201,0,0.095980804,0.0119976,0,0,0.071985603,0.047990402,0,0,0.023995201,0,0,0,0,0,0,0
171,2,21,8,233,1.126251582,o,3,o3,1974,26,50,150.03,0.33326668,10,,,,2,,,,50,,,,,,,,,,,,,,,,,,20,,,,10,,,,1,,,,,,2,150,,,,,,,50,,,,,,1000,,,,,,,,,,,,,1,1,,,2,2,,2,,,,50,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,50,,30,,,,,,,,,,,,,,,10,,,,,,,,80,,,,,,,20,80,40,,,,,,,,,,,,,,1,49,0.1,3.1,0.1,0,28.4,1612.7,1.471214046,1.6127,,,,1,,1,,,,,,,,,4,,,,,,,23,,7,1,1,1,3,,,,8,,,,,,,,0.000168828,11,150.03,0,0,0,0.006665334,0,0.006665334,0,0,0,0,0,0,0,0,0.026661334,0,0,0,0,0,0,0.153302673,0,0.046657335,0.006665334,0.006665334,0.006665334,0.019996001,0,0,0,0.053322669,0,0,0,0,0,0,0
172,2,21,8,233,1.126251582,o,4,o4,1785,27,50,133.36,0.374925015,200,,,,,,,,50,,,,,,,,,,,,,,,,,5,10,,1,,10,,1,,,,,,,,1,200,,,,,,,50,,,,,,400,,,,10,,,,,,,,,,,,,,,,,,,,50,,,,10,,10,,,,,,,,,,,,,,,,,,10,,5,,,,,,,200,,,50,,50,,,,,,,,,,,,,,,10,,,,,,,,100,150,,,,,,,100,100,1,,,,,,,,,,,,,1,60,0,7.8,0,0,35.2,1576.2,1.437916276,1.5762,,1,,1,,6,,,,,,,,,2,,,,,,,24,,12,,,,2,,,,2,,,,,,,,0.000210042,11,133.36,0,0.0074985,0,0.0074985,0,0.044991002,0,0,0,0,0,0,0,0,0.014997001,0,0,0,0,0,0,0.179964007,0,0.089982004,0,0,0,0.014997001,0,0,0,0.014997001,0,0,0,0,0,0,0
173,2,21,8,233,1.126251582,u,1,u1,1666,26,50,116.69,0.428485731,15,,,,,,,,200,,,,,,,,,,,,,,2,,,30,,,,,15,,,,,,,,,,,,,,,,,,20,,,,,,500,,,,,,,1,,,,,,,,1,,2,5,3,,,,,10,,,,250,,,,,,,,,,,,,,,,,,,1,,,30,,,,,,,200,,,200,,40,3,,,,,,,,,,,,,5,2,,,,,,,,,,,50,,,,30,1,50,,,,,,,,,,,,,,,67,4,22,0.25,0,26.5,1745.8,1.59263687,1.7458,,,,,,4,,,,,,,,,3,,,,1,,,23,,4,,4,,,1,,,9,,1,,,,,,0.000257194,12,116.69,0,0,0,0,0,0.034278859,0,0,0,0,0,0,0,0,0.025709144,0,0,0,0.008569715,0,0,0.197103436,0,0.034278859,0,0.034278859,0,0,0.008569715,0,0,0.077127432,0,0.008569715,0,0,0,0,0
174,2,21,8,233,1.126251582,u,2,u2,1803,30,50,150.03,0.33326668,50,3,6,4,,,,,300,,,,,1,,,,,,,,,,,,5,,,,,50,,3,,,,,,,,,200,,,,,,,40,,,,,,300,,,,,,,,,,,,,,1,,,2,30,,1,,1,,20,,,,30,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,400,,,200,,20,2,,,,,,,,,,,,,,2,,,,,,,,,,,50,,,,10,20,30,2,,,,,,,,,,,,,,67,0,17.9,1.1,0.05,18.6,1749.2,1.59573858,1.7492,,,,3,,6,,,,,,,,,2,,,,,,,19,,7,2,1,,1,2,,,7,,,,,,,,0.00018484,13,150.03,0,0,0,0.019996001,0,0.039992002,0,0,0,0,0,0,0,0,0.013330667,0,0,0,0,0,0,0.126641338,0,0.046657335,0.013330667,0.006665334,0,0.006665334,0.013330667,0,0,0.046657335,0,0,0,0,0,0,0
175,2,21,8,233,1.126251582,i,3,i3,20256,31,66,50,1.32,3000,,,,,200,,,,,,,,,,,,,,,,,,,,,50,5,,,,,,,6000,,,5,,,,,,,,,,20,8000,3,400,,,,200,,,50,,,,,,,,,,,3,,,10,150,,,,1,,50,,,,,,300,,,,,,,400,,,,,,,3,30,,800,10,,,,,,,,,100,,,200,,200,,,,,,1,,,,,,,,,,,,,,,,,,,,30,,,,5,,20,,,,,,,,10,,,,,,,45,0.05,18.6,0,0.05,10.5,711.5,0.649078436,0.7115,,,,,,,,,,,,,,,12,,16,,,,,19,,5,1,,2,5,2,,,4,,,,,,,,6.52E-05,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.32,0,0,0,0,0.38,0,0.1,0.02,0,0.04,0.1,0.04,0,0,0.08,0,0,0,0,0,0,0
176,2,21,8,233,1.126251582,i,4,i4,1831,32,50,50.01,0.99980004,500,,,,,10,,,,,,,,,,,,,,,,,,,,,10,,1,,,10,,,300,,,,,3,,,,,,5,,15,50,,30,,30,,,,,5,,,,,,,,,,,5,,,20,10,,,,,,20,,,,100,,300,,,,,1,,50,,,,,,,,5,,30,,,10,,,,,,,,,,,,20,,,,,,1,,,,,,,,,,,,,,,,,80,,,50,,,,,20,20,,,,,20,,,100,,,,,,,46,3.6,19.8,0,0.05,10.85,702.4,0.6407768,0.7024,,,,,,,,,,,,,,,5,,,,,,,33,,7,,,1,1,,,,2,,,,,,1,,0.00054604,19,50.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099980004,0,0,0,0,0,0,0.659868026,0,0.139972006,0,0,0.019996001,0.019996001,0,0,0,0.039992002,0,0,0,0,0,0.019996001,0
177,2,22,8,234,1.13108528,i,1,i1,3726,34,50,66.68,0.74985003,400,,,,,300,,,,,,,1,,,,,,150,30,,,,,20,,200,20,15,,,,,,500,,,,,,10,,,,,,,,20,,300,,,,,,,50,,,,,,,,,,,400,,,,2,,,,1,,20,,,,,,200,,,,,,,250,,,,,10,,,100,,300,,,,,,,,,,,,,150,,50,,,,,,2,,,,,,,,,,,,,,,,,50,,,100,,,,20,5,,,10,,,,,,20,,,10,,10,,44,0.7,25.8,0,0,22.3,766.3,0.699070703,0.7663,,,,3,,4,,,,,,,,1,3,,,,,,,10,,3,1,2,1,12,,,,5,,2,,,1,2,,0.000201248,18,66.68,0,0,0,0.044991002,0,0.059988002,0,0,0,0,0,0,0,0.014997001,0.044991002,0,0,0,0,0,0,0.149970006,0,0.044991002,0.014997001,0.029994001,0.014997001,0.179964007,0,0,0,0.074985003,0,0.029994001,0,0,0.014997001,0.029994001,0
178,2,22,8,234,1.13108528,i,2,i2,3344,38,50,66.68,0.74985003,30,,,,,10,,,,,,,2,,,,50,,100,80,,,,,50,,,100,50,,,,2,10,400,,,,,,,,,,,,,,150,,20,,,,50,,,50,,,,,,,,10,,,500,,,,20,,,,5,,5,,,,,,20,,,,,1,,150,,,,,,,,300,,300,20,,,,,,,,,20,,,200,,20,,,,,,3,,,,,5,,,,,,,,,,,1,200,100,,200,,,,30,,,,,,,,,,80,,,,,,,56,1.2,20.2,0,0,25.8,737.4,0.672706168,0.7374,,,,,,3,,,,,,,,,2,,,1,1,,,11,,6,1,1,,14,3,,,6,,,,,,1,,0.000224237,19,66.68,0,0,0,0,0,0.044991002,0,0,0,0,0,0,0,0,0.029994001,0,0,0.014997001,0.014997001,0,0,0.164967007,0,0.089982004,0.014997001,0.014997001,0,0.209958008,0.044991002,0,0,0.089982004,0,0,0,0,0,0.014997001,0
